planet_name,host_star_name,habitability_prob
TOI-2005 b,TOI-2005,0.0003
WASP-74 b,WASP-74,0.0003
ROXs 42 B b,ROXs 42 B,0.0003
HD 141399 b,HD 141399,0.0003
WASP-94 B b,WASP-94 B,0.0003
HD 141399 e,HD 141399,0.0003
Kepler-522 b,Kepler-522,0.0002
HD 148164 b,HD 148164,0.0002
HD 177830 c,HD 177830,0.0002
TOI-1181 b,TOI-1181,0.0002
USco1556 b,USco1556 A,0.0002
TOI-6029 b,TOI-6029,0.0002
TOI-677 b,TOI-677,0.0002
LP 261-75 b,LP 261-75 A,0.0002
GSC 06214-00210 b,GSC 06214-00210,0.0002
USco1621 b,USco1621 A,0.0002
DH Tau b,DH Tau,0.0002
HD 211403 b,HD 211403,0.0002
HD 141399 d,HD 141399,0.0002
WASP-187 b,WASP-187,0.0002
MWC 758 c,MWC 758,0.0002
HD 148164 c,HD 148164,0.0002
HD 141399 c,HD 141399,0.0002
G 196-3 b,G 196-3,0.0002
HD 86081 b,HD 86081,0.0002
HD 19994 b,HD 19994,0.0001
TOI-1408 b,TOI-1408,0.0001
2MASS J22501512+2325342 b,2MASS J22501512+2325342,0.0001
BD+15 2940 b,BD+15 2940,0.0001
mu Leo b,mu Leo,0.0001
CoRoT-21 b,CoRoT-21,0.0001
HD 67087 c,HD 67087,0.0001
HIP 105854 b,HIP 105854,0.0001
bet Cnc b,bet Cnc,0.0001
WISPIT 1 b,WISPIT 1,0.0001
TOI-201 b,TOI-201,0.0001
HD 75898 c,HD 75898,0.0001
HD 75898 b,HD 75898,0.0001
AB Pic b,AB Pic,0.0001
HD 67087 b,HD 67087,0.0001
KIC 7917485 b,KIC 7917485,0.0001
TOI-6695 c,TOI-6695,0.0001
HAT-P-2 b,HAT-P-2,0.0001
TOI-1408 c,TOI-1408,0.0001
DMPP-2 b,DMPP-2,0.0001
HD 114082 b,HD 114082,0.0001
TYC 8998-760-1 b,TYC 8998-760-1,0.0001
HD 284149 AB b,HD 284149 A,0.0
HD 97048 b,HD 97048,0.0
HR 2562 b,HR 2562,0.0
HN Peg b,HN Peg,0.0
HIP 78530 b,HIP 78530,0.0
HIP 99770 b,HIP 99770,0.0
HIP 77900 b,HIP 77900,0.0
HD 106906 b,HD 106906,0.0
2MASS J19383260+4603591 b,2MASS J19383260+4603591,0.0
2MASS J11550485-7919108 b,2MASS J11550485-7919108,0.0
2MASS J21252752-8138278 b,2MASS J21252752-8138278,0.0
HD 1666 b,HD 1666,0.0
WISPIT 1 c,WISPIT 1,0.0
kap And b,kap And,0.0
2MASS J03590986+2009361 b,2MASS J03590986+2009361,0.0
2MASS J11011926-7732383 b,2MASS J11011926-7732383,0.0
ZTF J1828+2308 b,ZTF J1828+2308,0.0
HIP 54515 b,HIP 54515,0.0
HD 103774 b,HD 103774,0.0
HIP 79098 AB b,HIP 79098 AB,0.0
WD 0806-661 b,WD 0806-661,0.0
ZTF J1230-2655 b,ZTF J1230-2655,0.0
b Cen AB b,b Cen A,0.0
eps Ind A b,eps Ind A,0.0
HD 100546 b,HD 100546,0.0
TIC 172900988 b,TIC 172900988 Aa,0.0
NY Vir b,NY Vir,0.0
UCAC4 328-061594 b,UCAC4 328-061594,0.0
HD 113996 b,HD 113996,0.0
Kepler-451 c,2MASS J19383260+4603591,0.0
Kepler-451 d,2MASS J19383260+4603591,0.0
GJ 504 b,GJ 504,0.0
ITG 15 b,ITG 15 A,0.0
HD 112300 b,HD 112300,0.0
Ross 458 c,Ross 458,0.0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,0.0
V0391 Peg b,V0391 Peg,0.0
NN Ser c,NN Ser,0.0
NN Ser d,NN Ser,0.0
NSVS 14256825 b,NSVS 14256825,0.0
BD+37 3172 b,BD+37 3172,0.0
HD 6860 b,HD 6860,0.0
KIC 10001893 d,KIC 10001893,0.0
HD 18438 b,HD 18438,0.0
CoRoT-3 b,CoRoT-3,0.0
NY Vir c,NY Vir,0.0
KIC 10001893 b,KIC 10001893,0.0
KIC 10001893 c,KIC 10001893,0.0
HD 158996 b,HD 158996,0.0
KOI-134 c,KOI-134,0.0
KOI-55 b,KOI-55,0.0
KOI-55 c,KOI-55,0.0
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,0.0
AB Aur b,AB Aur,0.0
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,0.0
mu2 Sco b,mu2 Sco,0.0
